qtdb_idx,pyhearts_idx,qtdb_amplitude,pyhearts_amplitude,amplitude_diff,offset_samples,offset_ms,distance_samples
212852,212867,-0.61,0.575,1.185,15,60.0,15
213000,213014,-0.605,0.575,1.18,14,56.0,14
213146,213162,-0.605,0.575,1.18,16,64.0,16
213294,213309,-0.585,0.595,1.18,15,60.0,15
213442,213457,-0.59,0.575,1.165,15,60.0,15
213590,213604,-0.58,0.585,1.165,14,56.0,14
213736,213752,-0.605,0.585,1.19,16,64.0,16
213884,213899,-0.6,0.585,1.185,15,60.0,15
214030,214045,-0.59,0.575,1.165,15,60.0,15
214176,214192,-0.605,0.565,1.17,16,64.0,16
214324,214338,-0.585,0.585,1.17,14,56.0,14
214468,214484,-0.595,0.585,1.18,16,64.0,16
214614,214629,-0.56,0.57,1.13,15,60.0,15
214760,214775,-0.57,0.6,1.17,15,60.0,15
214904,214920,-0.58,0.595,1.1749999999999998,16,64.0,16
215050,215064,-0.585,0.565,1.15,14,56.0,14
215194,215209,-0.58,0.595,1.1749999999999998,15,60.0,15
215338,215354,-0.59,0.575,1.165,16,64.0,16
215484,215498,-0.61,0.585,1.1949999999999998,14,56.0,14
215628,215643,-0.62,0.585,1.205,15,60.0,15
215772,215787,-0.605,0.6,1.205,15,60.0,15
215916,215932,-0.585,0.565,1.15,16,64.0,16
216062,216078,-0.61,0.585,1.1949999999999998,16,64.0,16
216208,216223,-0.585,0.565,1.15,15,60.0,15
216352,216368,-0.63,0.575,1.205,16,64.0,16
216498,216513,-0.63,0.58,1.21,15,60.0,15
216644,216659,-0.62,0.605,1.225,15,60.0,15
216788,216804,-0.655,0.595,1.25,16,64.0,16
216934,216949,-0.62,0.58,1.2,15,60.0,15
217080,217094,-0.63,0.585,1.2149999999999999,14,56.0,14
217226,217239,-0.595,0.535,1.13,13,52.0,13
217370,217385,-0.605,0.56,1.165,15,60.0,15
217516,217531,-0.59,0.6,1.19,15,60.0,15
217662,217678,-0.59,0.59,1.18,16,64.0,16
217808,217824,-0.57,0.6,1.17,16,64.0,16
217956,217970,-0.555,0.575,1.13,14,56.0,14
218102,218116,-0.565,0.575,1.14,14,56.0,14
218248,218263,-0.545,0.6,1.145,15,60.0,15
218394,218410,-0.535,0.595,1.13,16,64.0,16
218540,218556,-0.525,0.6,1.125,16,64.0,16
218686,218701,-0.57,0.605,1.1749999999999998,15,60.0,15
218830,218845,-0.565,0.595,1.16,15,60.0,15
218972,218988,-0.595,0.575,1.17,16,64.0,16
219116,219132,-0.56,0.595,1.155,16,64.0,16
219262,219276,-0.58,0.575,1.1549999999999998,14,56.0,14
219406,219421,-0.57,0.585,1.1549999999999998,15,60.0,15
219552,219567,-0.585,0.585,1.17,15,60.0,15
219696,219711,-0.555,0.575,1.13,15,60.0,15
219842,219857,-0.535,0.6,1.135,15,60.0,15
219986,220002,-0.55,0.605,1.155,16,64.0,16
220132,220147,-0.61,0.55,1.1600000000000001,15,60.0,15
220278,220292,-0.635,0.575,1.21,14,56.0,14
220422,220437,-0.665,0.57,1.2349999999999999,15,60.0,15
220566,220582,-0.68,0.6,1.28,16,64.0,16
220712,220726,-0.69,0.59,1.2799999999999998,14,56.0,14
220856,220871,-0.69,0.585,1.275,15,60.0,15
221000,221014,-0.645,0.565,1.21,14,56.0,14
221144,221159,-0.615,0.605,1.22,15,60.0,15
221288,221304,-0.615,0.595,1.21,16,64.0,16
221434,221449,-0.605,0.48,1.085,15,60.0,15
221578,221593,-0.63,0.575,1.205,15,60.0,15
221722,221738,-0.605,0.595,1.2,16,64.0,16
221868,221883,-0.635,0.57,1.205,15,60.0,15
222014,222028,-0.63,0.575,1.205,14,56.0,14
222158,222173,-0.605,0.58,1.185,15,60.0,15
222304,222319,-0.58,0.58,1.16,15,60.0,15
222450,222466,-0.555,0.605,1.1600000000000001,16,64.0,16
222596,222611,-0.59,0.55,1.1400000000000001,15,60.0,15
222742,222757,-0.585,0.575,1.16,15,60.0,15
222888,222903,-0.5,0.585,1.085,15,60.0,15
223034,223049,-0.655,0.575,1.23,15,60.0,15
223178,223194,-0.75,0.595,1.345,16,64.0,16
223322,223337,-0.69,0.575,1.265,15,60.0,15
223466,223482,-0.705,0.555,1.26,16,64.0,16
223612,223626,-0.695,0.555,1.25,14,56.0,14
223754,223770,-0.685,0.585,1.27,16,64.0,16
223900,223916,-0.655,0.59,1.245,16,64.0,16
224046,224061,-0.66,0.56,1.2200000000000002,15,60.0,15
224192,224207,-0.63,0.575,1.205,15,60.0,15
224338,224352,-0.6,0.575,1.1749999999999998,14,56.0,14
224484,224499,-0.56,0.595,1.155,15,60.0,15
224630,224645,-0.565,0.59,1.1549999999999998,15,60.0,15
224776,224791,-0.535,0.575,1.1099999999999999,15,60.0,15
224922,224938,-0.51,0.585,1.095,16,64.0,16
